ds,measured_signal,timegpt_cleaned,timegpt_noisy
2025-03-10,7.668370562941777,,
2025-03-11,7.648656359334788,,
2025-03-12,7.630317310754865,,
2025-03-13,7.613423654730246,,
2025-03-14,7.598041961290895,,
2025-03-15,7.584234966326014,,
2025-03-16,7.57206141454888,,
2025-03-17,7.5615759124622555,,
2025-03-18,7.552828791692613,,
2025-03-19,7.545865983035456,,
2025-03-20,7.540728901527173,,
2025-03-21,7.5374543428312535,,
2025-03-22,7.536074391198336,,
2025-03-23,7.536616339230593,,
2025-03-24,7.539102619651437,,
2025-03-25,7.543550749251337,,
2025-03-26,7.549973285150186,,
2025-03-27,7.558377793485706,,
2025-03-28,7.568766830606326,,
2025-03-29,7.581137936815597,,
2025-03-30,7.595483642683808,,
2025-03-31,7.611791487910976,,
2025-04-01,7.630044052693962,,
2025-04-02,7.65021900151912,,
2025-04-03,7.672289139270805,,
2025-04-04,7.696222479515189,,
2025-04-05,7.721982324788348,,
2025-04-06,7.749527358687528,,
2025-04-07,7.778811749534934,,
2025-04-08,7.809785265354401,,
2025-04-09,7.84239339987295,,
2025-04-10,7.87657750923165,,
2025-04-11,7.9122749590633985,,
2025-04-12,7.949419281569231,,
2025-04-13,7.987940342199711,,
2025-04-14,8.027764515523977,,
2025-04-15,8.068814869845935,,
2025-04-16,8.111011360105241,,
2025-04-17,8.154271028579863,,
2025-04-18,8.198508212887605,,
2025-04-19,8.243634760765618,,
2025-04-20,8.289560251089975,,
2025-04-21,8.33619222058169,,
2025-04-22,8.38343639563143,,
2025-04-23,8.431196928662278,,
2025-04-24,8.479376638438572,,
2025-04-25,8.527877253718884,,
2025-04-26,8.576599659642952,,
2025-04-27,8.62544414623544,,
2025-04-28,8.674310658404139,,
2025-04-29,8.723099046806428,,
2025-04-30,8.771709318955708,,
2025-05-01,8.820041889938876,,
2025-05-02,8.867997832116945,,
2025-05-03,8.915479123183285,,
2025-05-04,8.962388891958309,,
2025-05-05,9.00863166130496,,
2025-05-06,9.054113587556584,,
2025-05-07,9.098742695857483,,
2025-05-08,9.142429110826736,,
2025-05-09,9.185085281967604,,
2025-05-10,9.226626203257887,,
2025-05-11,9.26696962637126,,
2025-05-12,9.306036266995562,,
2025-05-13,9.34375000373127,,
2025-05-14,9.38003806907201,,
2025-05-15,9.414831231988714,,
2025-05-16,9.44806397166015,,
2025-05-17,9.479674641914693,,
2025-05-18,9.509605625971425,,
2025-05-19,9.537803481093004,,
2025-05-20,9.564219072787983,,
2025-05-21,9.588807698226432,,
2025-05-22,9.611529198559747,,
2025-05-23,9.632348059863284,,
2025-05-24,9.651233502448994,,
2025-05-25,9.66815955832432,,
2025-05-26,9.683105136603352,,
2025-05-27,9.696054076706348,,
2025-05-28,9.70699518921437,,
2025-05-29,9.715922284276663,,
2025-05-30,9.72283418749961,,
2025-05-31,9.727734743277402,,
2025-06-01,9.730632805556082,,
2025-06-02,9.731542216054006,,
2025-06-03,9.730481769993277,,
2025-06-04,9.727475169427905,,
2025-06-05,9.722550964285551,,
2025-06-06,9.715742481270485,,
2025-06-07,9.707087740805747,,
2025-06-08,9.696629362222529,,
2025-06-09,9.684414457434173,,
2025-06-10,9.67049451336101,,
2025-06-11,9.654925263400497,,
2025-06-12,9.637766548264496,,
2025-06-13,9.619082166532198,,
2025-06-14,9.598939715292916,,
2025-06-15,9.577410421277797,,
2025-06-16,9.554568962903419,,
2025-06-17,9.530493283672818,,
2025-06-18,9.505264397401314,,
2025-06-19,9.478966185754812,,
2025-06-20,9.451685188607726,,
2025-06-21,9.423510387745422,,
2025-06-22,9.39453298445286,,
2025-06-23,9.364846171546471,,
2025-06-24,9.33454490042012,,
2025-06-25,9.30372564368857,,
2025-06-26,9.27248615402283,,
2025-06-27,9.240925219781339,,
2025-06-28,9.209142418048978,,
2025-06-29,9.1772378657024,,
2025-06-30,9.145311969124986,,
2025-07-01,9.113465173198312,,
2025-07-02,9.081797710198698,,
2025-07-03,9.050409349227698,,
2025-07-04,9.019399146803963,,
2025-07-05,8.98886519924114,,
2025-07-06,8.95890439743191,,
2025-07-07,8.929612184652262,,
2025-07-08,8.901082317992492,,
2025-07-09,8.873406634012403,,
2025-07-10,8.846674819207603,,
2025-07-11,8.82097418586167,,
2025-07-12,8.796389453845512,,
2025-07-13,8.77300253891038,,
2025-07-14,8.750892348004694,,
2025-07-15,8.73013458212728,,
2025-07-16,8.710801547210673,,
2025-07-17,8.692961973508103,,
2025-07-18,8.676680843936492,,
2025-07-19,8.662019231805278,,
2025-07-20,8.649034148337453,,
2025-07-21,8.637778400364617,,
2025-07-22,8.628300458552442,,
2025-07-23,8.620644336486512,,
2025-07-24,8.61484948092129,,
2025-07-25,8.610950673467057,,
2025-07-26,8.608977943961019,,
2025-07-27,8.608956495739447,,
2025-07-28,8.610906642998001,,
2025-07-29,8.614843760397035,,
2025-07-30,8.620778245038077,,
2025-07-31,8.62871549090664,,
2025-08-01,8.638655875845332,,
2025-08-02,8.650594761089872,,
2025-08-03,8.664522503369058,,
2025-08-04,8.680424479538399,,
2025-08-05,8.698281123685646,,
2025-08-06,8.71806797661523,,
2025-08-07,8.739755747587648,,
2025-08-08,8.763310388159093,,
2025-08-09,8.788693177936404,,
2025-08-10,8.815860822032441,,
2025-08-11,8.844765559977837,,
2025-08-12,8.875355285816244,,
2025-08-13,8.907573679082295,,
2025-08-14,8.941360346334202,,
2025-08-15,8.976650972886429,,
2025-08-16,9.013377484362428,,
2025-08-17,9.051468217662759,,
2025-08-18,9.090848100920388,,
2025-08-19,9.131438841992374,,
2025-08-20,9.17315912501585,,
2025-08-21,9.215924814535992,,
2025-08-22,9.25964916669467,,
2025-08-23,9.304243046950834,,
2025-08-24,9.349615153787253,,
2025-08-25,9.395672247843406,,
2025-08-26,9.442319385900499,,
2025-08-27,9.489460159132628,,
2025-08-28,9.536996935027265,,
2025-08-29,9.584831102369247,,
2025-08-30,9.632863318674577,,
2025-08-31,9.680993759454301,,
2025-09-01,9.729122368684164,,
2025-09-02,9.77714910985271,,
2025-09-03,9.824974216959001,,
2025-09-04,9.872498444831331,,
2025-09-05,9.919623318139873,,
2025-09-06,9.966251378479727,,
2025-09-07,10.012286428905373,,
2025-09-08,10.057633775304087,,
2025-09-09,10.10220046400377,,
2025-09-10,10.145895515020076,,
2025-09-11,10.188630150358613,,
2025-09-12,10.23031801680036,10.638689,10.474141
2025-09-13,10.270875402612342,10.533215,10.3456745
2025-09-14,10.310221447640757,10.476104,10.32007
2025-09-15,10.348278346260347,10.38068,10.216725
2025-09-16,10.384971542671638,10.221373,9.999657
2025-09-17,10.42022991805692,10.345044,10.219986
2025-09-18,10.453985969126233,10.694155,10.564854
2025-09-19,10.486175977606074,10.734231,10.574825
2025-09-20,10.516740170246353,10.635732,10.4183035
2025-09-21,10.54562286894479,10.621836,10.409922
2025-09-22,10.572772630612759,10.50715,10.269678
2025-09-23,10.598142376432222,10.302969,10.043725
2025-09-24,10.621689510179987,10.393819,10.213249
2025-09-25,10.643376025322915,10.721,10.557594
2025-09-26,10.663168600615817,10.742425,10.522556
