ds,y_H165,y_H25,y_H263,y_H299,AutoARIMA_H165,AutoARIMA_H25,AutoARIMA_H263,AutoARIMA_H299,AutoETS_H165,AutoETS_H25,AutoETS_H263,AutoETS_H299,CES_H165,CES_H25,CES_H263,CES_H299,AutoTheta_H165,AutoTheta_H25,AutoTheta_H263,AutoTheta_H299
2024-02-09 12:00:00,,,25.8,23.6,,,,,,,,,,,,,,,,
2024-02-09 13:00:00,,,27.3,24.3,,,,,,,,,,,,,,,,
2024-02-09 14:00:00,,,28.3,24.9,,,,,,,,,,,,,,,,
2024-02-09 15:00:00,,,28.9,25.4,,,,,,,,,,,,,,,,
2024-02-09 16:00:00,,,29.2,25.7,,,,,,,,,,,,,,,,
2024-02-09 17:00:00,,,28.9,25.4,,,,,,,,,,,,,,,,
2024-02-09 18:00:00,,,28.4,24.9,,,,,,,,,,,,,,,,
2024-02-09 19:00:00,,,27.4,24.1,,,,,,,,,,,,,,,,
2024-02-09 20:00:00,,,25.7,22.9,,,,,,,,,,,,,,,,
2024-02-09 21:00:00,,,23.1,21.4,,,,,,,,,,,,,,,,
2024-02-09 22:00:00,,,21.7,20.5,,,,,,,,,,,,,,,,
2024-02-09 23:00:00,,,20.8,19.7,,,,,,,,,,,,,,,,
2024-02-10 00:00:00,,,19.9,19.1,,,,,,,,,,,,,,,,
2024-02-10 01:00:00,,,18.6,18.3,,,18.530722175589283,18.38317103019623,,,18.61914562206531,18.3985281824665,,,18.52891540527344,18.348337650299072,,,18.748536979474057,18.24519013729732
2024-02-10 02:00:00,,,18.1,18.0,,,18.08448780252709,18.051379154841737,,,17.987070848283484,17.948929959659793,,,18.050878524780277,18.012331008911133,,,17.891032816397168,17.74143129098358
2024-02-10 03:00:00,,,17.4,17.6,,,17.33332327193102,17.564299659502346,,,17.21720296521844,17.483872991298682,,,17.261784553527832,17.527268886566162,,,17.041779963313687,17.156099191878695
2024-02-10 04:00:00,,,16.6,17.2,,,16.638509122856835,17.140513778475533,,,16.514239634291656,17.04624395043219,,,16.539801597595215,17.108502864837646,,,16.25079498263642,16.56997682575426
2024-02-10 05:00:00,,,16.1,16.8,,,15.998520022646488,16.80256560728987,,,15.827849259946742,16.70312988996431,,,15.87055206298828,16.77724027633667,,,15.477178662027864,16.047717066339985
2024-02-10 06:00:00,,,15.4,16.4,,,15.395985385446938,16.517213515170752,,,15.16225241142909,16.416283831906433,,,15.227423667907717,16.49584436416626,,,14.753703997679214,15.607980582822702
2024-02-10 07:00:00,,,15.9,16.7,,,15.850146315151402,16.70618119249096,,,15.738570737780035,16.5850212395126,,,15.674285411834717,16.689013481140137,,,15.55091012573389,15.533531484776349
2024-02-10 08:00:00,,,17.6,18.2,,,17.644007486018246,18.264365988512008,,,17.566466041785414,18.13214112746933,,,17.477699756622314,18.240641355514526,,,17.702860784803175,17.347046362489003
2024-02-10 09:00:00,,,20.1,19.9,,,20.13667908852465,19.90052803592164,,,20.05931059218001,19.828900714171024,,,19.98435091972351,19.87397766113281,,,20.38962391246961,19.62192989885737
2024-02-10 10:00:00,,,22.3,21.3,,,22.326878160258683,21.39252942954955,,,22.281079052538523,21.354553077129133,,,22.19929563999176,21.36565977334976,,,22.68331442621592,21.631263976424645
2024-02-10 11:00:00,,,24.2,22.6,,,24.171145585838847,22.628103761612863,,,24.06069281304181,22.64773465912027,,,24.06175845861435,22.60601681470871,,,24.55196839662523,23.27891801071809
2024-02-10 12:00:00,,,25.8,23.7,,,25.805496142022907,23.780920473191053,,,25.80017187793997,23.77925309983636,,,25.724133014678955,23.756097316741943,,,26.45742262485512,24.710174078577587
2024-02-10 13:00:00,,,27.3,24.5,,,27.2952067952232,24.52266242498681,,,27.29078367663109,24.61295819550466,,,27.249255180358887,24.499696731567383,,,27.995253840909257,25.85335510634802
2024-02-10 14:00:00,,,28.3,25.1,,,28.285539699601674,25.12180858448481,,,28.306569763762575,25.241913374003268,,,28.279135704040527,25.10531735420227,,,29.097752477223853,26.703792187485465
2024-02-10 15:00:00,,,28.9,25.6,,,28.880007077728727,25.620806824754883,,,28.926348838396255,25.741354150655205,,,28.91693544387817,25.60851812362671,,,29.796253154847715,27.32734295565349
2024-02-10 16:00:00,,,29.2,25.8,,,29.1713335516973,25.8778754650563,,,29.16761732957096,25.935373460748085,,,29.23367547988892,25.85896611213684,,,30.06462558228796,27.52220347729713
2024-02-10 17:00:00,,,28.9,25.6,,,28.91442132680968,25.62123468511513,,,28.97972248985595,25.710430877268777,,,29.0098180770874,25.598790884017944,,,29.90097364089211,27.31959976945125
2024-02-10 18:00:00,,,28.4,25.0,,,28.378015015156844,25.104050249789093,,,28.50700348905046,25.2496538290122,,,28.51679039001465,25.086386919021606,,,29.525928027068872,26.819367789241973
2024-02-10 19:00:00,,,27.4,24.2,,,27.378616953591727,24.312236183199595,,,27.477325097032317,24.448098238445795,,,27.537946462631226,24.30345177650452,,,28.35819093812094,25.789789349579344
2024-02-10 20:00:00,,,25.6,23.1,,,25.68461354494958,23.1353305941072,,,25.808959479333552,23.203146848586755,,,25.863206148147583,23.13541328907013,,,26.62897683821229,24.01601736545971
2024-02-10 21:00:00,,,23.1,21.6,,,23.091246546511524,21.638924272909986,,,23.186352850853485,21.683063649103914,,,23.27300676703453,21.646892070770264,,,23.784859094060074,22.184507216469772
2024-02-10 22:00:00,,,21.7,20.6,,,21.689299803770627,20.694831539749213,,,21.73168709501788,20.67194078143848,,,21.86293971538544,20.69597578048706,,,22.11311847474056,20.968904235328925
2024-02-10 23:00:00,,,20.8,19.8,,,20.79794872752319,19.864421362365658,,,20.775712594411317,19.83780159982153,,,20.958853483200077,19.850553035736084,,,20.986431364740493,19.95552232887916
2024-02-11 00:00:00,,,19.9,19.2,,,19.90719918003758,19.267249562099835,,,19.855661838864165,19.22045644168342,,,20.054016828536987,19.23805403709412,,,19.975559768804853,19.16130071730409
2024-02-11 01:00:00,,,18.7,18.4,,,18.53537704081251,18.569533587759352,,,18.607143787726955,18.61174843674597,,,18.673823833465576,18.519243001937863,,,18.8206951817033,18.305520485045893
2024-02-11 02:00:00,,,18.2,18.2,,,18.10597094812505,18.238390651883535,,,17.97536833521482,18.162150213939263,,,18.19518518447876,18.18393278121948,,,17.959879669412306,17.800087806077386
2024-02-11 03:00:00,,,17.4,17.7,,,17.347560333033876,17.754243840834224,,,17.2057923084587,17.697093245578152,,,17.402295112609863,17.69987201690674,,,17.1073482757633,17.21281267602347
2024-02-11 04:00:00,,,16.7,17.3,,,16.655028670648235,17.335178107395876,,,16.503113555053403,17.25946420471166,,,16.678183555603027,17.28192710876465,,,16.31330995545909,16.624745202086064
2024-02-11 05:00:00,,,16.2,16.9,,,16.026112704819422,17.003187985485575,,,15.817000660972797,16.91635014424378,,,16.00813102722168,16.950703144073486,,,15.53670807845343,16.100751925134134
2024-02-11 06:00:00,,,15.5,16.6,,,15.424602893139038,16.721906436561845,,,15.151674372465198,16.629504086185904,,,15.36312484741211,16.67069721221924,,,14.810441641965308,15.659555088669274
2024-02-11 07:00:00,,,15.9,16.9,,,15.864491604193912,16.914663508745548,,,15.728256511160511,16.79824149379207,,,15.810277938842772,16.863492488861084,,,15.610703968042094,15.584852917396368
2024-02-11 08:00:00,,,17.6,18.4,,,17.657261704241062,18.476053285160425,,,17.556409048128838,18.3453613817488,,,17.61933994293213,18.411291360855103,,,17.770918055988005,17.404351601210692
2024-02-11 09:00:00,,,20.1,20.1,,,20.14767900889908,20.11482448936449,,,20.04950441619228,20.042120968450494,,,20.13380265235901,20.042447566986084,,,20.46799768125188,19.6867411988571
2024-02-11 10:00:00,,,22.3,21.6,,,22.335562405131093,21.60854729298311,,,22.271517438920565,21.567773331408603,,,22.355744123458862,21.53123390674591,,,22.77049073545162,21.702702281887696
2024-02-11 11:00:00,,,24.2,22.8,,,24.18764607602253,22.845113523293087,,,24.05136966249939,22.86095491339974,,,24.22507464885712,22.769799649715424,,,24.64631119254037,23.355787196402108
2024-02-11 12:00:00,,,25.8,23.8,,,25.8085002022877,23.998202242937516,,,25.79108124329297,23.992473354115827,,,25.89141535758972,23.91691493988037,,,26.55907099814093,24.791758182028595
2024-02-11 13:00:00,,,27.2,24.7,,,27.295331607281053,24.739578417971995,,,27.281919759019853,24.82617844978413,,,27.42132139205933,24.659752368927,,,28.10279328592346,25.938701841198085
2024-02-11 14:00:00,,,28.2,25.2,,,28.283343003620026,25.33778879847901,,,28.29792690894883,25.455133628282734,,,28.45439386367798,25.26421904563904,,,29.20950911319027,26.791934249462585
2024-02-11 15:00:00,,,28.8,25.7,,,28.875239088729305,25.835402040206255,,,28.917921533156324,25.954574404934675,,,29.09395694732666,25.76638960838318,,,29.91067423306717,27.417530788040565
2024-02-11 16:00:00,,,29.1,25.9,,,29.165947175007524,26.09074874702505,,,29.159400198178904,26.148593715027555,,,29.411859035491943,26.015773057937626,,,30.18005877197786,27.61302191501508
2024-02-11 17:00:00,,,28.9,25.7,,,28.89730213442425,25.832169697807377,,,28.971710290654435,25.923651131548247,,,29.18629026412964,25.75683641433716,,,30.015760125172086,27.409737257271896
2024-02-11 18:00:00,,,28.3,25.1,,,28.36939283245694,25.312943964832357,,,28.49919111110713,25.462874083291663,,,28.692955017089844,25.244839906692505,,,29.63925662597621,26.907842663333746
2024-02-11 19:00:00,,,27.3,24.3,,,27.370931839698414,24.51909405941904,,,27.469707556879563,24.661318492725265,,,27.711146593093872,24.46383047103882,,,28.467020037409387,25.87485603680084
2024-02-11 20:00:00,,,25.6,23.2,,,25.67783275650904,23.340252505957764,,,25.801531917789585,23.416367102866225,,,26.03076696395874,23.298657774925232,,,26.731153463160343,24.095222444329316
2024-02-11 21:00:00,,,23.1,21.7,,,23.08614068696686,21.84208977130761,,,23.17911052992269,21.896283903383384,,,23.43248149752617,21.81296199560165,,,23.876108118082715,22.257661902822758
2024-02-11 22:00:00,,,21.7,20.8,,,21.68869220800412,20.89648202665312,,,21.724625394868493,20.88516103571795,,,22.017950177192688,20.86315667629242,,,22.19794041857841,21.03804090179788
2024-02-11 23:00:00,,,20.7,20.0,,,20.79972243756609,20.064842085803445,,,20.76882701042845,20.051021854101,,,21.111230611801147,20.01904344558716,,,21.06691867558812,20.021308731709723
2024-02-12 00:00:00,,,19.9,19.4,,,19.9113844951689,19.466751136531386,,,19.848947978776348,19.43367669596289,,,20.203715562820435,19.407933235168457,,,20.05215793730734,19.22446017264602
