ds,H165_y,H25_y,H263_y,H299_y,H165_TimeGPT,H25_TimeGPT,H263_TimeGPT,H299_TimeGPT,H165_TimeGPT-lo-80,H25_TimeGPT-lo-80,H263_TimeGPT-lo-80,H299_TimeGPT-lo-80,H165_TimeGPT-hi-80,H25_TimeGPT-hi-80,H263_TimeGPT-hi-80,H299_TimeGPT-hi-80,H165_TimeGPT-lo-90,H25_TimeGPT-lo-90,H263_TimeGPT-lo-90,H299_TimeGPT-lo-90,H165_TimeGPT-hi-90,H25_TimeGPT-hi-90,H263_TimeGPT-hi-90,H299_TimeGPT-hi-90
2024-02-08 19:00:00,,,27.4,23.9,,,,,,,,,,,,,,,,,,,,
2024-02-08 20:00:00,,,25.7,22.8,,,,,,,,,,,,,,,,,,,,
2024-02-08 21:00:00,,,23.1,21.3,,,,,,,,,,,,,,,,,,,,
2024-02-08 22:00:00,,,21.7,20.3,,,,,,,,,,,,,,,,,,,,
2024-02-08 23:00:00,,,20.8,19.4,,,,,,,,,,,,,,,,,,,,
2024-02-09 00:00:00,,,19.9,18.8,,,,,,,,,,,,,,,,,,,,
2024-02-09 01:00:00,,,18.5,18.1,,,,,,,,,,,,,,,,,,,,
2024-02-09 02:00:00,,,18.1,17.8,,,,,,,,,,,,,,,,,,,,
2024-02-09 03:00:00,,,17.3,17.3,,,,,,,,,,,,,,,,,,,,
2024-02-09 04:00:00,,,16.6,16.9,,,,,,,,,,,,,,,,,,,,
2024-02-09 05:00:00,,,16.0,16.6,,,,,,,,,,,,,,,,,,,,
2024-02-09 06:00:00,,,15.4,16.3,,,,,,,,,,,,,,,,,,,,
2024-02-09 07:00:00,,,15.8,16.5,,,,,,,,,,,,,,,,,,,,
2024-02-09 08:00:00,,,17.6,18.1,,,,,,,,,,,,,,,,,,,,
2024-02-09 09:00:00,,,20.1,19.7,,,,,,,,,,,,,,,,,,,,
2024-02-09 10:00:00,,,22.3,21.2,,,,,,,,,,,,,,,,,,,,
2024-02-09 11:00:00,,,24.2,22.4,,,,,,,,,,,,,,,,,,,,
2024-02-09 12:00:00,,,25.8,23.6,,,,,,,,,,,,,,,,,,,,
2024-02-09 13:00:00,,,27.3,24.3,,,,,,,,,,,,,,,,,,,,
2024-02-09 14:00:00,,,28.3,24.9,,,,,,,,,,,,,,,,,,,,
2024-02-09 15:00:00,,,28.9,25.4,,,,,,,,,,,,,,,,,,,,
2024-02-09 16:00:00,,,29.2,25.7,,,,,,,,,,,,,,,,,,,,
2024-02-09 17:00:00,,,28.9,25.4,,,,,,,,,,,,,,,,,,,,
2024-02-09 18:00:00,,,28.4,24.9,,,,,,,,,,,,,,,,,,,,
2024-02-09 19:00:00,,,27.4,24.1,,,,,,,,,,,,,,,,,,,,
2024-02-09 20:00:00,,,25.7,22.9,,,,,,,,,,,,,,,,,,,,
2024-02-09 21:00:00,,,23.1,21.4,,,,,,,,,,,,,,,,,,,,
2024-02-09 22:00:00,,,21.7,20.5,,,,,,,,,,,,,,,,,,,,
2024-02-09 23:00:00,,,20.8,19.7,,,,,,,,,,,,,,,,,,,,
2024-02-10 00:00:00,,,19.9,19.1,,,,,,,,,,,,,,,,,,,,
2024-02-10 01:00:00,,,18.6,18.3,,,18.63359,18.43843,,,18.534786,18.364925,,,18.773663,18.51933,,,18.52239,18.339952,,,18.80044,18.541815
2024-02-10 02:00:00,,,18.1,18.0,,,18.034037,17.983807,,,17.948637,17.900503,,,18.115805,18.042583,,,17.923244,17.872272,,,18.14072,18.051832
2024-02-10 03:00:00,,,17.4,17.6,,,17.361023,17.532747,,,17.234695,17.461405,,,17.443052,17.616518,,,17.196104,17.43803,,,17.460901,17.633322
2024-02-10 04:00:00,,,16.6,17.2,,,16.588383,17.102957,,,16.497444,17.022669,,,16.686245,17.167404,,,16.465181,17.010895,,,16.69578,17.181269
2024-02-10 05:00:00,,,16.1,16.8,,,15.90667,16.756725,,,15.802053,16.6877,,,16.001354,16.834236,,,15.776851,16.677197,,,16.026112,16.858925
2024-02-10 06:00:00,,,15.4,16.4,,,15.302945,16.466806,,,15.163854,16.353657,,,15.428155,16.598053,,,15.139265,16.337034,,,15.451953,16.62216
2024-02-10 07:00:00,,,15.9,16.7,,,15.812889,16.707415,,,15.72563,16.620985,,,15.909168,16.799059,,,15.699849,16.609211,,,15.934765,16.819084
2024-02-10 08:00:00,,,17.6,18.2,,,17.651527,18.264114,,,17.50248,18.121065,,,17.745687,18.386326,,,17.487516,18.107214,,,17.770872,18.402643
2024-02-10 09:00:00,,,20.1,19.9,,,20.0377,19.894493,,,19.895205,19.772123,,,20.186764,19.997328,,,19.857399,19.749962,,,20.213537,20.027737
2024-02-10 10:00:00,,,22.3,21.3,,,22.282972,21.306833,,,22.19499,21.179403,,,22.38114,21.443668,,,22.157185,21.14616,,,22.398987,21.462954
2024-02-10 11:00:00,,,24.2,22.6,,,24.10253,22.59481,,,23.984413,22.514654,,,24.19177,22.692717,,,23.934008,22.492493,,,24.21656,22.717934
2024-02-10 12:00:00,,,25.8,23.7,,,25.773838,23.70738,,,25.706476,23.622747,,,25.912455,23.797462,,,25.69777,23.600586,,,25.937656,23.804342
2024-02-10 13:00:00,,,27.3,24.5,,,27.229477,24.464415,,,27.104319,24.394491,,,27.331694,24.5559,,,27.069157,24.37429,,,27.371868,24.569252
2024-02-10 14:00:00,,,28.3,25.1,,,28.229332,25.065825,,,28.142933,24.952461,,,28.36473,25.17894,,,28.092527,24.9303,,,28.39245,25.192291
2024-02-10 15:00:00,,,28.9,25.6,,,28.861223,25.552494,,,28.723398,25.45215,,,28.927677,25.63211,,,28.6978,25.429464,,,28.934568,25.64139
2024-02-10 16:00:00,,,29.2,25.8,,,29.075178,25.724606,,,28.957754,25.606236,,,29.191086,25.84055,,,28.909489,25.561913,,,29.215178,25.864283
2024-02-10 17:00:00,,,28.9,25.6,,,28.86213,25.531996,,,28.728907,25.41232,,,28.98937,25.643978,,,28.700554,25.409548,,,29.005077,25.676992
2024-02-10 18:00:00,,,28.4,25.0,,,28.425835,25.116636,,,28.337103,25.008734,,,28.50838,25.194271,,,28.315628,24.986137,,,28.558786,25.21479
2024-02-10 19:00:00,,,27.4,24.2,,,27.394587,24.307137,,,27.263746,24.232199,,,27.482777,24.379753,,,27.21188,24.210037,,,27.510418,24.394625
2024-02-10 20:00:00,,,25.6,23.1,,,25.647823,23.128843,,,25.526442,23.057638,,,25.799042,23.192837,,,25.508595,23.033905,,,25.849447,23.205343
2024-02-10 21:00:00,,,23.1,21.6,,,23.081198,21.634922,,,23.01299,21.51737,,,23.199125,21.740355,,,22.975739,21.495209,,,23.226324,21.75964
2024-02-10 22:00:00,,,21.7,20.6,,,21.65007,20.586573,,,21.573927,20.492384,,,21.78229,20.736073,,,21.554127,20.470222,,,21.809067,20.76055
2024-02-10 23:00:00,,,20.8,19.8,,,20.746017,19.772333,,,20.676638,19.689016,,,20.831553,19.918707,,,20.661749,19.666855,,,20.845388,19.943924
2024-02-11 00:00:00,,,19.9,19.2,,,19.857304,19.187605,,,19.81446,19.060173,,,19.930048,19.327559,,,19.801275,19.047709,,,19.946358,19.355373
2024-02-11 01:00:00,,,18.7,18.4,,,18.625715,18.57322,,,18.51892,18.450722,,,18.759485,18.70378,,,18.494627,18.438257,,,18.785477,18.73938
2024-02-11 02:00:00,,,18.2,18.2,,,18.049664,18.162352,,,17.95161,18.021338,,,18.15932,18.296207,,,17.924732,17.988094,,,18.193983,18.328842
2024-02-11 03:00:00,,,17.4,17.7,,,17.343231,17.743689,,,17.25014,17.63172,,,17.45777,17.849512,,,17.2117,17.59937,,,17.496664,17.8802
2024-02-11 04:00:00,,,16.7,17.3,,,16.64582,17.312534,,,16.545515,17.198576,,,16.766844,17.439528,,,16.516785,17.17503,,,16.784967,17.474945
2024-02-11 05:00:00,,,16.2,16.9,,,15.941795,16.957676,,,15.842759,16.850344,,,16.056446,17.090551,,,15.816894,16.827774,,,16.073488,17.126154
2024-02-11 06:00:00,,,15.5,16.6,,,15.299992,16.63892,,,15.157454,16.496323,,,15.440054,16.87842,,,15.132251,16.477625,,,15.48765,16.918102
2024-02-11 07:00:00,,,15.9,16.9,,,15.819679,16.9285,,,15.717697,16.781658,,,15.92492,17.082392,,,15.6859665,16.758802,,,15.958393,17.116512
2024-02-11 08:00:00,,,17.6,18.4,,,17.641613,18.45019,,,17.485151,18.273428,,,17.772259,18.701923,,,17.439472,18.2388,,,17.808947,18.740309
2024-02-11 09:00:00,,,20.1,20.1,,,20.024368,20.032526,,,19.842848,19.884295,,,20.43119,20.362251,,,19.818474,19.830296,,,20.531588,20.454966
2024-02-11 10:00:00,,,22.3,21.6,,,22.25179,21.473047,,,22.059868,21.359468,,,22.392046,21.787825,,,21.975582,21.347002,,,22.449062,21.850128
2024-02-11 11:00:00,,,24.2,22.8,,,24.026325,22.774921,,,23.891727,22.66979,,,24.257215,23.05764,,,23.856161,22.625465,,,24.308777,23.108076
2024-02-11 12:00:00,,,25.8,23.8,,,25.719778,23.855448,,,25.518509,23.73725,,,25.906155,24.001099,,,25.484797,23.713242,,,25.934507,24.039667
2024-02-11 13:00:00,,,27.2,24.7,,,27.138477,24.671608,,,26.955278,24.516836,,,27.31123,24.788414,,,26.917122,24.490868,,,27.361635,24.848684
2024-02-11 14:00:00,,,28.2,25.2,,,28.177996,25.279814,,,28.050913,25.123297,,,28.300455,25.484528,,,28.015013,25.098824,,,28.328808,25.523096
2024-02-11 15:00:00,,,28.8,25.7,,,28.798216,25.769344,,,28.662725,25.617317,,,28.9556,25.965157,,,28.63596,25.595156,,,28.988192,26.015593
2024-02-11 16:00:00,,,29.1,25.9,,,29.10011,25.95409,,,28.905329,25.77245,,,29.270664,26.19064,,,28.851772,25.728127,,,29.304377,26.21734
2024-02-11 17:00:00,,,28.9,25.7,,,28.964348,25.781977,,,28.722605,25.561913,,,29.179438,26.024494,,,28.697403,25.539751,,,29.199268,26.07493
2024-02-11 18:00:00,,,28.3,25.1,,,28.483177,25.351376,,,28.334858,25.179619,,,28.63222,25.552765,,,28.283,25.154688,,,28.667847,25.601717
2024-02-11 19:00:00,,,27.3,24.3,,,27.442978,24.575708,,,27.216717,24.442059,,,27.608768,24.74578,,,27.188364,24.398073,,,27.6405,24.782866
2024-02-11 20:00:00,,,25.6,23.2,,,25.669231,23.356806,,,25.57221,23.185051,,,25.81039,23.59464,,,25.547009,23.16012,,,25.823618,23.643593
2024-02-11 21:00:00,,,23.1,21.7,,,23.190393,21.888622,,,23.032995,21.672504,,,23.362806,22.259554,,,22.969986,21.62818,,,23.405445,22.308506
2024-02-11 22:00:00,,,21.7,20.8,,,21.73203,20.843079,,,21.636852,20.605965,,,21.870972,21.198904,,,21.610334,20.582418,,,21.886091,21.236732
2024-02-11 23:00:00,,,20.7,20.0,,,20.800865,19.981533,,,20.675646,19.827528,,,20.932436,20.239126,,,20.641418,19.805367,,,20.950779,20.282146
2024-02-12 00:00:00,,,19.9,19.4,,,19.829157,19.318058,,,19.754305,19.190374,,,19.941202,19.590868,,,19.723942,19.168213,,,19.975485,19.631662
