ds,y_H165,y_H25,y_H263,y_H299,best_statsforecast_model_H165,best_statsforecast_model_H25,best_statsforecast_model_H263,best_statsforecast_model_H299,best_statsforecast_model-lo-90_H165,best_statsforecast_model-lo-90_H25,best_statsforecast_model-lo-90_H263,best_statsforecast_model-lo-90_H299,best_statsforecast_model-hi-90_H165,best_statsforecast_model-hi-90_H25,best_statsforecast_model-hi-90_H263,best_statsforecast_model-hi-90_H299
2024-02-10 16:00:00,,,29.2,25.8,,,29.1713335516973,25.85896611213684,,,29.05131279406556,25.709997272491456,,,29.29135430932904,26.010523796081543
2024-02-10 17:00:00,,,28.9,25.6,,,28.91442132680968,25.598790884017944,,,28.79414990195378,25.45081005096436,,,29.03469275166558,25.74305353164673
2024-02-10 18:00:00,,,28.4,25.0,,,28.378015015156844,25.086386919021606,,,28.257232243067826,24.943216228485102,,,28.498797787245863,25.231263828277587
2024-02-10 19:00:00,,,27.4,24.2,,,27.378616953591727,24.30345177650452,,,27.257026803463894,24.155586814880373,,,27.50020710371956,24.44678716659546
2024-02-10 20:00:00,,,25.6,23.1,,,25.68461354494958,23.13541328907013,,,25.56172112724004,22.98476543426513,,,25.807505962659125,23.281334590911865
2024-02-10 21:00:00,,,23.1,21.6,,,23.091246546511524,21.646892070770264,,,22.966580755998564,21.49959735870361,,,23.215912337024484,21.79248170852661
2024-02-10 22:00:00,,,21.7,20.6,,,21.689299803770627,20.69597578048706,,,21.56227021057435,20.549718189239503,,,21.816329396966903,20.84103326797485
2024-02-10 23:00:00,,,20.8,19.8,,,20.79794872752319,19.850553035736084,,,20.66812353317778,19.705909061431885,,,20.9277739218686,19.99804763793945
2024-02-11 00:00:00,,,19.9,19.2,,,19.90719918003758,19.23805403709412,,,19.77416801008433,19.092599391937256,,,20.040230349990825,19.382285118103027
2024-02-11 01:00:00,,,18.7,18.4,,,18.53537704081251,18.519243001937863,,,18.38146743723846,18.37264442443848,,,18.68928664438656,18.669163131713866
2024-02-11 02:00:00,,,18.2,18.2,,,18.10597094812505,18.18393278121948,,,17.94388686800914,18.034736156463623,,,18.26805502824097,18.328177165985107
2024-02-11 03:00:00,,,17.4,17.7,,,17.347560333033876,17.69987201690674,,,17.17840299769826,17.549066066741943,,,17.51671766836949,17.847168350219725
2024-02-11 04:00:00,,,16.7,17.3,,,16.655028670648235,17.28192710876465,,,16.47925684491687,17.134239673614502,,,16.830800496379602,17.43020887374878
2024-02-11 05:00:00,,,16.2,16.9,,,16.026112704819422,16.950703144073486,,,15.84513251450739,16.802318477630614,,,16.207092895131453,17.095918655395508
2024-02-11 06:00:00,,,15.5,16.6,,,15.424602893139038,16.67069721221924,,,15.239255684738149,16.52510757446289,,,15.60995010153993,16.82271614074707
2024-02-11 07:00:00,,,15.9,16.9,,,15.864491604193912,16.863492488861084,,,15.676043996479898,16.714921855926512,,,16.052939211907926,17.012954235076904
2024-02-11 08:00:00,,,17.6,18.4,,,17.657261704241062,18.411291360855103,,,17.466476151644148,18.26707525253296,,,17.848047256837976,18.55762243270874
2024-02-11 09:00:00,,,20.1,20.1,,,20.14767900889908,20.042447566986084,,,19.955409091326292,19.89748344421387,,,20.33994892647187,20.18656044006348
2024-02-11 10:00:00,,,22.3,21.6,,,22.335562405131093,21.53123390674591,,,22.142266759808926,21.384522342681883,,,22.52885805045326,21.67496309280396
2024-02-11 11:00:00,,,24.2,22.8,,,24.18764607602253,22.769799649715424,,,23.99374713523912,22.62261562347412,,,24.381545016805948,22.915512561798096
2024-02-11 12:00:00,,,25.8,23.8,,,25.8085002022877,23.91691493988037,,,25.61417418319947,23.769975185394287,,,26.00282622137593,24.06332721710205
2024-02-11 13:00:00,,,27.2,24.7,,,27.295331607281053,24.659752368927,,,27.100720089773034,24.51521615982056,,,27.48994312478907,24.81018180847168
2024-02-11 14:00:00,,,28.2,25.2,,,28.283343003620026,25.26421904563904,,,28.08845377656321,25.121105861663818,,,28.47823223067684,25.411641120910645
2024-02-11 15:00:00,,,28.8,25.7,,,28.875239088729305,25.76638960838318,,,28.68005869199476,25.622137355804444,,,29.07041948546385,25.913114929199217
2024-02-11 16:00:00,,,29.1,25.9,,,29.165947175007524,26.015773057937626,,,28.970345154544813,25.866184425354003,,,29.36154919547024,26.16760311126709
2024-02-11 17:00:00,,,28.9,25.7,,,28.89730213442425,25.75683641433716,,,28.701098483407904,25.60872039794922,,,29.093505785440605,25.901746845245363
2024-02-11 18:00:00,,,28.3,25.1,,,28.36939283245694,25.244839906692505,,,28.17224667204081,25.101041984558105,,,28.566538992873067,25.39052877426148
2024-02-11 19:00:00,,,27.3,24.3,,,27.370931839698414,24.46383047103882,,,27.17243129215112,24.31555099487305,,,27.56943238724572,24.607229709625244
2024-02-11 20:00:00,,,25.6,23.2,,,25.67783275650904,23.298657774925232,,,25.47740365971354,23.147651195526123,,,25.878261853304533,23.4450852394104
2024-02-11 21:00:00,,,23.1,21.7,,,23.08614068696686,21.81296199560165,,,22.88319931718728,21.664862155914307,,,23.289082056746444,21.959247875213624
2024-02-11 22:00:00,,,21.7,20.8,,,21.68869220800412,20.86315667629242,,,21.482594009932487,20.71596212387085,,,21.894790406075742,21.00866937637329
2024-02-11 23:00:00,,,20.7,20.0,,,20.79972243756609,20.01904344558716,,,20.58995049274772,19.873784446716307,,,21.00949438238445,20.16732530593872
2024-02-12 00:00:00,,,19.9,19.4,,,19.9113844951689,19.407933235168457,,,19.697507176461947,19.26204032897949,,,20.12526181387585,19.552772808074952
