ds,H148_y,H206_y,H22_y,H240_y,H256_y,H279_y,H334_y,H42_y,H59_y,H65_y,H148_TimeGPT,H206_TimeGPT,H22_TimeGPT,H240_TimeGPT,H256_TimeGPT,H279_TimeGPT,H334_TimeGPT,H42_TimeGPT,H59_TimeGPT,H65_TimeGPT,H148_TimeGPT-hi-95,H206_TimeGPT-hi-95,H22_TimeGPT-hi-95,H240_TimeGPT-hi-95,H256_TimeGPT-hi-95,H279_TimeGPT-hi-95,H334_TimeGPT-hi-95,H42_TimeGPT-hi-95,H59_TimeGPT-hi-95,H65_TimeGPT-hi-95,H148_TimeGPT-lo-95,H206_TimeGPT-lo-95,H22_TimeGPT-lo-95,H240_TimeGPT-lo-95,H256_TimeGPT-lo-95,H279_TimeGPT-lo-95,H334_TimeGPT-lo-95,H42_TimeGPT-lo-95,H59_TimeGPT-lo-95,H65_TimeGPT-lo-95,H148_TimeGPT-hi-80,H206_TimeGPT-hi-80,H22_TimeGPT-hi-80,H240_TimeGPT-hi-80,H256_TimeGPT-hi-80,H279_TimeGPT-hi-80,H334_TimeGPT-hi-80,H42_TimeGPT-hi-80,H59_TimeGPT-hi-80,H65_TimeGPT-hi-80,H148_TimeGPT-lo-80,H206_TimeGPT-lo-80,H22_TimeGPT-lo-80,H240_TimeGPT-lo-80,H256_TimeGPT-lo-80,H279_TimeGPT-lo-80,H334_TimeGPT-lo-80,H42_TimeGPT-lo-80,H59_TimeGPT-lo-80,H65_TimeGPT-lo-80
2020-02-01 22:00:00,,,,,,,,,,,121.07806,,735.6389,,,,,4441.844,1274.8708,10533.893,170.37022,,782.6311,,,,,4619.7,1352.0078,11612.137,71.78589,,688.6467,,,,,4263.9883,1197.7339,9455.648,159.57741,,778.28754,,,,,4589.462,1339.5913,11560.339,82.578705,,692.9903,,,,,4294.2266,1210.1504,9507.446
2020-02-01 23:00:00,,,,,,,,,,,168.78511,,741.41284,,,,,4341.712,1267.7931,9796.826,292.97092,,788.5687,,,,,4583.294,1315.5089,10713.413,44.599297,,694.25696,,,,,4100.13,1220.0773,8880.239,280.45496,,784.9347,,,,,4553.29,1305.1327,10664.261,57.11526,,697.891,,,,,4130.134,1230.4535,8929.392
2020-02-02 00:00:00,,,,,,,,,,,42.77144,,743.1282,,,,,4215.1587,1240.2344,9033.744,56.263897,,790.0022,,,,,4476.0474,1270.4445,9477.96,29.27898,,696.25415,,,,,3954.27,1210.0243,8589.528,55.57951,,786.21423,,,,,4433.3887,1267.5015,9429.019,29.96337,,700.0421,,,,,3996.929,1212.9673,8638.47
2020-02-02 01:00:00,,,,,,,,,,,23.224045,,738.24927,,,,,4069.602,1198.2759,8485.01,40.477787,,784.7896,,,,,4350.299,1263.285,9166.58,5.9703045,,691.7089,,,,,3788.9053,1133.2667,7803.439,39.06626,,782.22095,,,,,4313.7363,1254.4701,9067.112,7.38183,,694.2776,,,,,3825.4678,1142.0817,7902.9067
2020-02-02 02:00:00,,,,,,,,,,,35.72104,,722.24347,,,,,3917.9434,1158.789,8124.111,43.07785,,759.47,,,,,4128.8154,1217.4178,8545.545,28.364227,,685.01697,,,,,3707.0713,1100.16,7702.6763,41.876663,,757.49164,,,,,4114.7544,1206.6201,8543.84,29.565414,,686.9953,,,,,3721.1323,1110.9578,7704.3813
2020-02-02 03:00:00,,,,,,,,,,,30.434534,,708.16394,,,,,3697.8828,1130.4429,7959.1685,35.82322,,737.4865,,,,,3913.6953,1186.5415,8375.538,25.04585,,678.8414,,,,,3482.0703,1074.3442,7542.7983,34.89528,,737.37836,,,,,3898.0544,1180.3823,8330.915,25.97379,,678.9495,,,,,3497.7112,1080.5034,7587.4214
2020-02-07 20:00:00,,21.0,,28.5,14.7,18.5,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07 21:00:00,,20.1,,28.3,14.2,19.5,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07 22:00:00,,19.4,,22.8,13.7,20.2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07 23:00:00,,18.9,,24.2,13.3,20.8,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 00:00:00,,18.4,,25.6,13.3,21.2,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 01:00:00,,17.8,,26.8,12.7,21.3,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 02:00:00,,17.3,,27.7,12.4,21.2,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 03:00:00,,17.0,,28.2,12.1,21.1,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 04:00:00,,16.6,,28.4,11.9,20.6,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 05:00:00,,16.3,,28.5,11.7,19.8,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 06:00:00,,16.9,,28.6,11.5,18.8,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 07:00:00,,18.0,,28.3,11.4,17.4,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 08:00:00,,19.2,,22.8,12.0,16.1,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 09:00:00,,20.6,,24.2,14.2,15.2,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 10:00:00,,21.7,,25.6,16.4,14.2,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 11:00:00,,22.8,,26.8,17.9,13.5,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 12:00:00,,23.7,,27.6,18.9,12.9,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 13:00:00,,24.2,,28.2,19.4,12.4,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 14:00:00,,24.5,,28.4,19.6,12.6,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 15:00:00,,24.6,,28.4,19.4,13.3,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 16:00:00,,24.5,,28.6,19.0,14.1,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 17:00:00,,24.1,,28.3,18.3,15.1,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 18:00:00,,23.3,,22.8,17.0,16.1,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 19:00:00,,22.3,,24.1,15.6,17.3,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 20:00:00,,21.2,,25.6,14.7,18.5,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 21:00:00,,20.3,,26.8,14.2,19.4,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 22:00:00,,19.6,,27.6,13.7,20.2,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 23:00:00,,19.1,,28.2,13.3,20.8,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 00:00:00,,18.5,,28.4,13.2,21.2,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 01:00:00,,18.1,,28.4,12.6,21.3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 02:00:00,,17.6,,28.4,12.3,21.2,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 03:00:00,,17.2,,28.2,12.0,21.1,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 04:00:00,,16.8,,22.8,11.8,20.6,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 05:00:00,,16.5,,24.1,11.6,19.8,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 06:00:00,,17.1,,25.5,11.4,18.7,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 07:00:00,,18.2,,26.7,11.3,17.3,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 08:00:00,,19.4,,27.6,11.9,16.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 09:00:00,,20.7,,28.1,14.2,15.1,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 10:00:00,,21.8,,28.3,16.4,14.2,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 11:00:00,,22.9,,28.3,17.9,13.4,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 12:00:00,,23.8,,28.4,18.8,12.9,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 13:00:00,,24.3,,28.1,19.4,12.4,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 14:00:00,,24.7,,22.7,19.5,12.6,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 15:00:00,,24.8,,24.1,19.4,13.2,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 16:00:00,,24.6,,25.5,18.9,14.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 17:00:00,,24.2,,26.7,18.3,14.9,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 18:00:00,,23.4,,27.4,17.0,15.9,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 19:00:00,,22.4,,28.0,15.5,17.2,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 20:00:00,,21.3,,28.3,14.7,18.3,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 21:00:00,,20.4,,28.3,14.1,19.3,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 22:00:00,,19.8,,28.3,13.6,20.1,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 23:00:00,,19.2,,28.1,13.2,20.7,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 00:00:00,,18.6,,22.7,13.2,21.1,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 01:00:00,,18.2,,23.9,12.5,21.2,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 02:00:00,,17.7,,25.4,12.2,21.1,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 03:00:00,,17.4,,26.6,11.9,20.9,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 04:00:00,,16.9,,27.4,11.7,20.4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 05:00:00,,16.7,,27.9,11.5,19.7,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 06:00:00,,17.3,,28.3,11.3,18.6,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 07:00:00,,18.3,,28.2,11.3,17.2,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 08:00:00,,19.6,,28.3,11.9,15.9,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 09:00:00,,20.9,,28.0,14.2,15.1,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 10:00:00,,22.1,,22.6,16.5,14.2,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 11:00:00,,23.1,,23.9,18.0,13.4,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 12:00:00,,23.9,,25.4,18.9,12.8,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 13:00:00,,24.4,,26.6,19.4,12.3,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 14:00:00,,24.8,,27.4,19.6,12.5,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 15:00:00,,24.9,,28.0,19.4,13.1,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 16:00:00,,24.7,,28.3,19.0,13.9,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 17:00:00,,24.3,,28.3,18.3,14.9,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 18:00:00,,23.5,,28.3,17.0,15.9,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 19:00:00,,22.5,,28.1,15.6,17.1,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 20:00:00,,21.4,,22.6,14.7,18.3,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 21:00:00,,20.6,,23.9,14.2,19.2,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 22:00:00,,19.9,,25.4,13.7,20.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 23:00:00,,19.4,,26.6,13.3,20.6,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 00:00:00,,18.7,,27.4,13.2,20.9,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 01:00:00,,18.4,,28.1,12.6,21.1,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 02:00:00,,17.9,,28.4,12.2,21.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 03:00:00,,17.6,,28.3,11.9,20.8,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 04:00:00,,17.2,,28.4,11.7,20.3,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 05:00:00,,16.9,,28.1,11.6,19.6,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 06:00:00,,17.4,,22.5,11.4,18.5,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 07:00:00,,18.6,,23.8,11.3,17.1,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 08:00:00,,19.8,,25.3,12.0,15.8,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 09:00:00,,21.1,,26.6,14.3,14.9,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 10:00:00,,22.2,,27.3,16.6,14.1,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 11:00:00,,23.2,,28.0,18.1,13.3,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 12:00:00,,24.1,,28.3,19.1,12.8,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 13:00:00,,24.6,,28.3,19.6,12.3,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 14:00:00,,24.9,,28.3,19.8,12.4,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 15:00:00,,25.0,,28.0,19.6,13.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 16:00:00,,24.8,,22.4,19.2,13.8,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 17:00:00,,24.4,,23.7,18.4,14.8,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 18:00:00,,23.6,,25.2,17.2,15.8,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 19:00:00,,22.7,,26.5,15.7,17.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 20:00:00,,21.6,,27.3,14.8,18.1,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 21:00:00,,20.7,,27.9,14.3,19.1,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 22:00:00,,20.1,,28.2,13.8,19.8,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 23:00:00,,19.6,,28.2,13.4,20.4,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12 00:00:00,,,,,,,,,,,,18.989904,,27.420383,13.263753,20.746729,26.831718,,,,,19.120392,,31.683802,13.375471,20.804247,31.324371,,,,,18.859417,,23.156965,13.152035,20.68921,22.339066,,,,,19.106686,,30.861032,13.352361,20.803415,30.72938,,,,,18.873123,,23.979734,13.175145,20.690042,22.934057,,,
2020-02-12 01:00:00,,,,,,,,,,,,18.614065,,26.985836,12.776798,20.877779,20.352758,,,,,18.64775,,29.871357,12.950433,20.899027,23.412542,,,,,18.58038,,24.100315,12.603164,20.856531,17.292974,,,,,18.64523,,29.456217,12.93608,20.895115,23.346289,,,,,18.582901,,24.515455,12.6175165,20.860443,17.359228,,,
2020-02-12 02:00:00,,,,,,,,,,,,18.193657,,26.632418,12.402898,20.777206,16.404356,,,,,18.283567,,28.022142,12.573983,20.790997,17.565882,,,,,18.103746,,25.242693,12.2318125,20.763416,15.242829,,,,,18.283087,,28.020891,12.569673,20.789145,17.416557,,,,,18.104227,,25.243944,12.236123,20.765268,15.392155,,,
2020-02-12 03:00:00,,,,,,,,,,,,17.7884,,26.498322,12.05987,20.516825,13.319432,,,,,17.828224,,27.7264,12.222531,20.570871,18.89637,,,,,17.748577,,25.270243,11.897208,20.462778,7.742495,,,,,17.824272,,27.502876,12.218969,20.570349,17.993526,,,,,17.75253,,25.493767,11.90077,20.4633,8.645338,,,
2020-02-12 04:00:00,,,,,,,,,,,,17.413477,,26.486725,11.937697,19.991512,9.788581,,,,,17.487389,,27.896946,12.156577,20.071344,16.831717,,,,,17.339565,,25.076504,11.718818,19.91168,2.7454448,,,,,17.473253,,27.57486,12.155862,20.065643,15.218908,,,,,17.3537,,25.39859,11.719533,19.917381,4.3582535,,,
2020-02-12 05:00:00,,,,,,,,,,,,17.239502,,26.784767,11.826323,19.147873,14.567327,,,,,17.356356,,28.043596,12.124258,19.367393,17.213865,,,,,17.122648,,25.525938,11.528387,18.928352,11.920787,,,,,17.352253,,27.783453,12.095301,19.365808,16.704597,,,,,17.12675,,25.786081,11.557344,18.929937,12.430055,,,
2020-02-12 06:00:00,,,,,,,,,,,,17.744568,,27.064682,11.67795,18.086817,23.03778,,,,,17.87144,,30.785295,12.0283,18.271284,29.640938,,,,,17.617695,,23.344069,11.3276,17.90235,16.434624,,,,,17.843895,,29.968435,12.000682,18.26636,28.118889,,,,,17.64524,,24.160929,11.355218,17.907274,17.956673,,,
2020-02-12 07:00:00,,,,,,,,,,,,18.889948,,27.199146,11.844422,16.865047,46.15826,,,,,19.04401,,29.635096,12.352383,16.898022,68.44696,,,,,18.735886,,24.763197,11.336462,16.832073,23.869564,,,,,19.023682,,29.049221,12.34954,16.890192,66.03766,,,,,18.756214,,25.349072,11.339305,16.839903,26.278866,,,
2020-02-12 08:00:00,,,,,,,,,,,,20.154568,,27.38027,12.532752,15.638781,61.237667,,,,,20.303753,,28.439415,13.048394,15.681148,97.98022,,,,,20.005383,,26.321125,12.01711,15.596414,24.49512,,,,,20.294382,,28.18218,13.035207,15.674699,97.77828,,,,,20.014753,,26.57836,12.030297,15.602862,24.69706,,,
2020-02-12 09:00:00,,,,,,,,,,,,21.344738,,27.667656,14.403784,14.789789,74.44287,,,,,21.396692,,28.002882,14.418071,14.892955,77.4197,,,,,21.292784,,27.33243,14.389497,14.686624,71.46604,,,,,21.389717,,27.959814,14.417758,14.888287,77.10113,,,,,21.299759,,27.375498,14.38981,14.691292,71.784615,,,
2020-02-12 10:00:00,,,,,,,,,,,,22.518677,,27.730867,16.558575,13.903402,94.318474,,,,,22.641336,,33.05804,16.82682,14.025433,106.30205,,,,,22.396017,,22.403694,16.290329,13.781372,82.3349,,,,,22.614113,,31.97279,16.81401,14.006942,104.454636,,,,,22.42324,,23.488945,16.303139,13.799863,84.18231,,,
2020-02-12 11:00:00,,,,,,,,,,,,23.551483,,27.708672,17.91499,13.34308,102.46578,,,,,23.734694,,31.740246,18.363035,13.510163,116.638596,,,,,23.368273,,23.677097,17.466944,13.175996,88.29297,,,,,23.71321,,31.09622,18.34529,13.492392,114.41596,,,,,23.389757,,24.321123,17.48469,13.193768,90.5156,,,
2020-02-12 12:00:00,,,,,,,,,,,,24.397263,,27.67377,18.881845,12.9368725,103.24204,,,,,24.552097,,30.203445,19.303186,13.16788,127.492134,,,,,24.242428,,25.144096,18.460505,12.705865,78.99195,,,,,24.545033,,29.962336,19.295143,13.15996,122.67809,,,,,24.249493,,25.385206,18.468548,12.713785,83.80599,,,
2020-02-12 13:00:00,,,,,,,,,,,,24.884644,,27.558147,19.329674,12.565362,100.242,,,,,25.05723,,28.901722,19.800724,12.939322,112.84935,,,,,24.712057,,26.214573,18.858624,12.1914015,87.63464,,,,,25.04661,,28.900368,19.785688,12.926119,111.403275,,,,,24.722677,,26.215927,18.87366,12.204605,89.08072,,,
2020-02-12 14:00:00,,,,,,,,,,,,25.197073,,27.313635,19.62894,12.711892,97.57296,,,,,25.343296,,28.752943,20.004198,13.101159,115.489105,,,,,25.05085,,25.874327,19.253683,12.322625,79.656815,,,,,25.330929,,28.550676,19.986555,13.08909,114.5628,,,,,25.063217,,26.076593,19.271326,12.334694,80.58312,,,
2020-02-12 15:00:00,,,,,,,,,,,,25.264034,,27.390926,19.482738,13.164796,100.180786,,,,,25.391964,,28.222082,19.803698,13.44165,122.39005,,,,,25.136105,,26.55977,19.16178,12.887941,77.97152,,,,,25.378223,,28.074339,19.78366,13.42564,120.67727,,,,,25.149845,,26.707514,19.181816,12.903952,79.6843,,,
2020-02-12 16:00:00,,,,,,,,,,,,25.109142,,27.368359,18.985184,13.90522,95.511604,,,,,25.269812,,31.457214,19.38211,14.1818495,123.45069,,,,,24.948473,,23.279503,18.588257,13.628591,67.57252,,,,,25.255602,,30.48064,19.36204,14.160573,118.42816,,,,,24.962683,,24.256077,18.608328,13.649867,72.59505,,,
2020-02-12 17:00:00,,,,,,,,,,,,24.650587,,27.452963,18.377575,14.84025,91.87214,,,,,24.753824,,30.354153,18.565025,15.082801,105.80815,,,,,24.54735,,24.551773,18.190125,14.597699,77.93613,,,,,24.74167,,29.664074,18.562237,15.053071,103.81502,,,,,24.559504,,25.241852,18.192913,14.627429,79.92926,,,
2020-02-12 18:00:00,,,,,,,,,,,,23.811138,,27.47202,17.232449,15.738909,81.784424,,,,,23.851547,,29.183332,17.35749,15.913463,92.76393,,,,,23.77073,,25.760706,17.107407,15.564355,70.80492,,,,,23.844158,,28.767859,17.332863,15.882668,92.14753,,,,,23.778118,,26.17618,17.132034,15.59515,71.42132,,,
